ID,タイトル,公開日,カテゴリ,トピック,人事区分,JA名,人事異動の発効日,都道府県,全国連人事,サムネイル,記事本文へのサムネイル表示について,概要,内容,ページ
240625-74960,【ＪＡ人事】ＪＡたまな（熊本県）橋本明利会長、久保英広組合長を再任（6月25日）,202406251300,JAの人事,"単協,熊本県",,,,熊本県,,jinji/images/603624cf5d47c90e0236dcbed3ab608c.jpg,,ＪＡたまな（熊本県）は6月25日に第31回総代会を開き、役員の改選を行った。橋本明利会長、久保英広組合長が再任された。,,"<p>【ＪＡたまな　役員】<br />（敬称略）</p>
<p>▽代表理事会長　橋本明利</p>
<p>▽代表理事組合長　久保英広</p>
<p>▽代表理事常務　中村誠也（新任）</p>
<p>▽代表理事常務　山本泉（新任）</p>
<p>▽常勤監事　金子義廣（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2024/""><img alt=""人事"" src=""https://www.jacom.or.jp/jinji/images/cd0a2488ebebf231b8deb92fcf15eb84.png"" width=""728"" height=""91"" class=""mt-image-center"" /></a></p>"
240625-74961,【ＪＡ人事】ＪＡながみね（和歌山県）新組合長に角谷泰宏氏（6月22日）,202406251301,JAの人事,"単協,和歌山県",,,,和歌山県,,jinji/images/429512f3c79cd4bc0cd15eac91839712.jpg,,ＪＡながみね（和歌山県）は6月22日に総代会を開き、役員の改選を行った。角谷泰宏組合長が選任された。,,"<p class=""imgRight""><img alt=""代表理事組合長　角谷泰宏氏"" src=""https://www.jacom.or.jp/jinji/images/1b337eb20683d68c6144319ddfc3f904.jpg"" width=""203"" height=""269"" /><span class=""imgRight__cap"" style=""color: #808080; font-size: 14px; display: block; text-align: center;"">ＪＡながみね代表理事組合長<br />角谷泰宏氏</span></p>
<p>【ＪＡながみね　役員】<br />（敬称略）</p>
<p>▽代表理事組合長　角谷泰宏（新任）</p>
<p>▽代表理事専務（信用担当）　岡野清隆（新任）</p>
<p>▽代表理事常務（総務・経済担当）　中下英昭</p>
<p>▽代表監事　山野秀明</p>
<p>▽常勤監事　芝﨑泰章</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2024/""><img alt=""人事"" src=""https://www.jacom.or.jp/jinji/images/cd0a2488ebebf231b8deb92fcf15eb84.png"" width=""728"" height=""91"" class=""mt-image-center"" /></a></p>"
240625-74962,【役員人事】北興化学工業（6月30日付、7月1日付）,202406251726,JAの人事,,,,,,,jinji/images/13f406134104483f9beb9ce0ebf02cc3.jpg,,北興化学工業株式会社は、下記の通り人事異動を行うことを発表した。,,"<p><strong><span style=""color: #339900;"">〈6月30日付〉</span><br /></strong><strong>◎執行役員人事</strong><br />【退任】<br />▽（常務執行役員）横山毅<br />▽（執行役員）小林茂之</p>
<p><span style=""color: #339900;""><strong>〈7月1日付〉</strong></span><br />◎執行役員人事<br />執行役員製造部長（執行役員新潟工場長）布川修<br />執行役員ファインケミカル企画業務部長（執行役員ファインケミカル開発営業部長）中島隆一</p>
<p><strong>◎人事異動</strong><br />製品企画部長（東京支店長　兼　新潟支店長）本間康之<br />ファインケミカル開発営業部長（ファインケミカル開発営業部第3チームマネージャー）勝浦洋康<br />札幌支店長（札幌支店副支店長）永津秀行<br />仙台支店長（仙台支店販売チームマネージャー）佐々木修<br />東京支店長（仙台支店長）岡田陽一<br />新潟支店長（新潟支店副支店長）佐藤圭<br />新潟工場長（新潟工場次長）秋山正樹</p>
<p>（敬称略）<br />※括弧内は旧職</p>"
240625-74964,新社長に吉田聡氏　ＪＡ新聞連（6月25日）,202406251811,JAの人事,,,,,,,jinji/images/b4279072c799b46a53a71750978927ab.jpg,,（株）ＪＡ新聞連は6月25日、東京都内で株主総会を開き取締役を選任し、その後の取締役会で代表取締役社長に吉田聡氏が就任した。,,"<p class=""imgRight""><img alt=""代表取締役社長に吉田聡氏"" src=""https://www.jacom.or.jp/jinji/images/3f19d3a8fd3cd155fca4df9718ff5828.jpg"" width=""200"" height=""267"" /><span class=""imgRight__cap"" style=""color: #808080; font-size: 14px; display: block; text-align: center;"">代表取締役社長<br />吉田聡氏</span></p>
<p>取締役の選任は庄司弘取締役の辞任にともなうもの。また、監査役には内田英憲氏が選任された。</p>
<p>（よしだ・さとし）1962年7月生まれ。2017年6月日本農業新聞常務取締役、19年7月全国新聞情報農協連監査役、23年4月（株）ＪＡ新聞連監査役</p>
<p> </p>"
240625-74965,新社長に田宮和史郎氏　日本農業新聞（6月25日付）,202406251811,JAの人事,,,,,,,jinji/images/a81d287b21f15c250244c73c7afa5b37.jpg,,（株）日本農業新聞は6月25日、東京都内で定時株主総会を開き、取締役と監査役の選任を行った。その後の取締役会で新代表取締役社長に田宮和史郎氏が就任した。,,"<p class=""imgRight""><img alt=""新代表取締役社長に田宮和史郎氏"" src=""https://www.jacom.or.jp/jinji/images/62c13f31b33a6c6ff1e7b5954344ee6a.jpg"" width=""200"" height=""267"" /><span class=""imgRight__cap"" style=""color: #808080; font-size: 14px; display: block; text-align: center;"">新代表取締役社長<br />田宮和史郎氏</span></p>
<p>取締役の選任は廣田武敏代表取締役社長、酒井雅博取締役の辞任に伴うもので、取締役には新たに北川敏匡ＪＡ全青協副会長が選任された。</p>
<p>監査役の選任は吉田聡監査役の辞任にともなうもので内田英憲氏が新たに選任され、その後の監査役の協議で常勤監査役に就任した。</p>
<p>株主総会では事業報告や計算報告などすべて原案どおり可決された。</p>
<p>（たみや・かずしろう）1961年8月生まれ。85年早大第一文学部卒。同年4月全国新聞情報農協連入会。2015年編集局長、21年常務取締役。</p>"
240626-74978,【役員人事】日本農業新聞（6月25日付）,202406261001,JAの人事,,,,,,,jinji/images/e22638a6525f9a727ecd7d948d5bb967.jpg,,日本農業新聞は、6月25日付の役員人事を発表した。,,"<p>【新任】<br /> ▽執行役員総務企画局長（兼）役員室長（総務企画局長（兼）役員室長）一杉克彦</p>
<p>▽執行役員広報局長（広報局長）山本史郎</p>
<p>※敬称略</p>"
240626-74984,【人事異動】全国酪農業協同組合連合会（6月26日付）,202406261023,JAの人事,,,,,,,jinji/images/0d9c11508c7fcc4abb6babc3cff68dac_2.jpg,,全国酪農業協同組合連合会（全酪連）は、6月26日付の人事異動を発表した。,,"<p>【新任】<br /> ▽企画管理部長　兼　総合企画室長　兼　総務部長　兼　総務・広報課長（企画管理部長　兼　総合企画室長）丹戸靖</p>
<p>※敬称略</p>"
240626-74985,【ＪＡ人事】ＪＡしべちゃ（北海道）　鈴木重充組合長を再任（6月7日）,202406261325,JAの人事,"北海道,単協",,,,北海道,,jinji/images/f3ac89db3b65a14f034a31babd1981ae.jpg,,ＪＡしべちゃ（北海道）は6月7日に総会を開き、役員改選を行った。鈴木重充組合長が再任された。,,"<p>【ＪＡしべちゃ　役員】<br />（敬称略）</p>
<p>▽代表理事組合長　鈴木重充</p>
<p>▽代表理事専務　千葉澄子（新任）</p>
<p>▽学識経験理事　岩佐克広（新任）</p>
<p>▽代表監事　新田崇（新任）</p>
<p>▽常勤監事　佐々木光彦</p>
<p> </p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2024/""><img alt=""人事"" src=""https://www.jacom.or.jp/jinji/images/cd0a2488ebebf231b8deb92fcf15eb84.png"" width=""728"" height=""91"" class=""mt-image-center"" /></a></p>"
240626-74988,【ＪＡ人事】ＪＡ丹波ささやま（兵庫県）新組合長に池本淳氏（6月22日）,202406261301,JAの人事,"兵庫県,単協",,,,兵庫県,,jinji/images/617954199f3510c01493935908eff566.jpg,,ＪＡ丹波ささやま（兵庫県）は6月22日に総代会を開き、役員の改選を行った。池本淳組合長が選任された。,,"<p>【ＪＡ丹波ささやま　役員】<br />（敬称略）</p>
<p>▽代表理事組合長　池本淳（新任）</p>
<p>▽専務理事　小川昌秀（新任）</p>
<p>▽常務理事　小林嘉彦（新任）</p>
<p>▽理事部長　杉本貞文（新任）</p>
<p>▽代表監事　森本惠太郎（新任）</p>
<p>▽常勤監事　宇野洋一</p>"
240627-75011,【役員人事】全国農業共済協会（6月26日付）,202406270959,JAの人事,,,,,,,jinji/images/jinj20062906_1.jpg,,全国農業共済協会は、6月25日開催の通常総会で現役員の任期満了に伴う次期の理事と監事を選任し、その後の理事会で正・副会長と常務を決定。また、新監事打合せ会で代表監事を決めた。,,"<p>【新任】<br /> ▽副会長理事　樋口正幸（山梨県農業共済組合組合長)<br /> ▽副会長理事　税田真（宮崎県農業共済組合組合長）<br /> ▽理事　沼田弘美（岩手県農業共済組合組合長）<br /> ▽理事　東村新一（福井県農業共済組合組合長）<br /> ▽理事　榎本秀一（静岡県農業共済組合組合長）<br /> ▽理事　佐藤俊和（岡山県農業共済組合組合長）<br /> ▽理事　安藝通彦（徳島県農業共済組合組合長）<br /> ▽理事　茅島澄雄（福岡県農業共済組合組合長）<br /> ▽代表監事　西畑弘（奈良県農業共済組合組合長）<br /> ▽監事　中山竹千代（青森県農業共済組合組合長）</p>
<p>※敬称略</p>"
240627-75012,【役員人事】全国農業共済組合連合会（6月25日付）,202406271000,JAの人事,,,,,,,jinji/images/12aaef63195fa996540c2e245858043f.jpg,,全国農業共済組合連合会は、6月25日開催の通常総会で現役員の任期満了に伴う次期の理事と監事を選任し、その後の理事会で正・副会長と常務を決定。また、新監事打合せ会で代表監事を決めた。,,"<p>【新任】<br /> ▽副会長理事　樋口正幸（山梨県農業共済組合組合長）<br /> ▽副会長理事　税田真（宮崎県農業共済組合組合長）<br /> ▽常務理事　漆原康司（学識経験者）<br /> ▽理事　岡田恒博（北海道農業共済組合組合長）<br /> ▽理事　福田和明（埼玉県農業共済組合組合長）<br /> ▽理事　榎本武利（鳥取県農業共済組合組合長）<br /> ▽理事　森岡敬雄（高知県農業共済組合組合長）<br /> ▽代表監事　西畑弘（奈良県農業共済組合組合長）<br /> ▽監事　尾田修一（新潟県農業共済組合組合長）</p>
<p>※敬称略</p>"
240627-75018,【役員人事】農協観光（6月26日付）,202406271023,JAの人事,,,,,,,jinji/images/9257ac1f4c8d7a9913aa727002763d7e.jpg,,農協観光は、6月26日開催の株主総会で任期満了に伴う取締役の改選と監査役を選任。その後の取締役会で代表取締役および役付役員が、査役会で常勤監査役が選定され、それぞれ就任した。,,"<p class=""imgRight""><img alt=""代表取締役会長 篠原末治氏"" src=""https://www.jacom.or.jp/jinji/images/4c7976f84ff45d0f36a3c3c734d65b19.jpg"" width=""200"" height=""300"" /><span class=""imgRight__cap"" style=""color: #808080; font-size: 14px; display: block; text-align: center;"">代表取締役会長<br />篠原末治氏</span></p>
<p>【新任】<br /> ▽代表取締役会長　篠原末治<br /> ▽常務取締役　佐藤宏治<br /> ▽常務取締役　香川晋二<br /> ▽取締役　松田清見<br /> ▽取締役　稲村政崇<br /> ▽常勤監査役　木本和男</p>
<p>※敬称略</p>"
240627-75022,【ＪＡ人事】ＪＡ山形おきたま（山形県）若林英毅組合長を再任（6月14日）,202406271300,JAの人事,"単協,山形県",,,,山形県,,jinji/images/1e1b9c54022f318477a50201af33e841.jpg,,ＪＡ山形おきたま（山形県）は6月14日に第30回総代会を開き、役員の改選を行った。若林英毅組合長が再任された。,,"<p class=""imgRight"" style=""text-align: center;""><img alt=""新組合長 若林英毅氏"" src=""https://www.jacom.or.jp/jinji/images/jinj21062424_2.jpg"" width=""180"" height=""271"" /><span class=""imgRight__cap"" style=""color: #808080; font-size: 10pt;"">新組合長<br />若林英毅氏</span></p>
<p>【ＪＡ山形おきたま　役員】（敬称略）</p>
<p>【画像】ＪＡ山形おきたま代表理事組合長　若林英毅氏</p>
<p>▽代表理事組合長　若林英毅</p>
<p>▽副組合長　本間仁一（新任）</p>
<p>▽代表理事専務　佐原弘之（新任）</p>
<p>▽常務理事　菅野和弘（新任）</p>
<p>▽常務理事　安達一良（新任）</p>
<p>▽常務理事　髙橋孝二（新任）</p>
<p>▽代表監事　青木邦彦</p>
<p>▽常勤監事　遠藤俊一（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2024/""><img alt=""人事"" src=""https://www.jacom.or.jp/jinji/images/cd0a2488ebebf231b8deb92fcf15eb84.png"" width=""728"" height=""91"" class=""mt-image-center"" /></a></p>"
240627-75023,【ＪＡ人事】ＪＡ鶴岡（山形県）新組合長に保科亙氏（6月21日）,202406271301,JAの人事,"単協,山形県",,,,山形県,,jinji/images/d90f9f72ebdf14026f9469a1cdf25a69.jpg,,ＪＡ鶴岡（山形県）は6月21日に第52回通常総代会を開き、役員の改選を行った。保科亙組合長が選任された。,,"<p class=""imgRight""><img alt=""ＪＡ鶴岡　保科亙組合長.jpg"" src=""https://www.jacom.or.jp/jinji/images/3432a05c73d7ca94f9aca4430c2b6c28.jpg"" width=""200"" height=""300"" /><span class=""imgRight__cap"" style=""color: #808080; font-size: 14px; display: block; text-align: center;"">ＪＡ鶴岡　保科亙組合長</span></p>
<p>【ＪＡ鶴岡　役員】（敬称略）</p>
<p>▽代表理事組合長　保科亙（新任）</p>
<p>▽代表理事専務　佐藤治久（新任）</p>
<p>▽代表監事　佐藤賢（新任）</p>
<p>▽常勤監事　小野和治</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2024/""><img alt=""人事"" src=""https://www.jacom.or.jp/jinji/images/cd0a2488ebebf231b8deb92fcf15eb84.png"" width=""728"" height=""91"" class=""mt-image-center"" /></a></p>"
